age,education_level,years_experience,job_role,industry,certifications,hours_per_week,location,performance_score,communication_skill,leadership_skill,salary
31,bachelor,28,developer,freelance,0,14,urban,19.0,72,81,59400.0
24,bachelor,19,developer,,1,41,remote,78.0,62,67,45100.0
53,phd,38,designer,freelance,1,56,rural,18.0,22,40,104700.0
32,high_school,23,analyst,healthcare,7,28,rural,58.0,67,13,65700.0
35,bachelor,19,manager,freelance,0,69,urban,17.0,64,7,71100.0
54,phd,21,intern,finance,1,49,rural,84.0,22,25,78400.0
50,phd,29,researcher,law,3,60,rural,15.0,45,100,105200.0
47,,15,analyst,law,6,48,urban,56.0,89,66,53400.0
21,bachelor,34,manager,freelance,3,24,remote,62.0,83,30,93500.0
34,phd,31,intern,education,2,10,urban,12.0,45,34,95400.0
41,high_school,26,analyst,marketing,7,69,urban,34.0,25,61,37900.0
46,none,20,researcher,finance,2,53,rural,98.0,84,52,53300.0
18,high_school,26,manager,finance,2,17,rural,50.0,26,31,83700.0
40,master,23,designer,finance,4,16,suburban,,50,86,58500.0
47,high_school,9,researcher,freelance,3,61,urban,89.0,8,48,49800.0
32,high_school,29,designer,freelance,5,54,urban,66.0,49,84,63700.0
63,bachelor,22,developer,marketing,2,61,suburban,33.0,36,97,55900.0
44,bachelor,22,consultant,healthcare,7,39,urban,88.0,2,94,69600.0
22,high_school,27,sales,IT,1,43,suburban,98.0,31,96,30200.0
46,none,24,consultant,IT,6,19,remote,,96,15,61900.0
62,high_school,17,intern,healthcare,1,17,rural,90.0,40,83,143900.0
49,high_school,26,developer,manufacturing,0,63,suburban,34.0,0,77,47400.0
55,,6,support,marketing,4,15,rural,,20,55,49300.0
58,master,18,analyst,marketing,4,64,suburban,50.0,91,45,62600.0
58,bachelor,29,support,education,3,59,remote,40.0,12,25,54400.0
30,bachelor,33,manager,marketing,2,41,rural,20.0,79,83,84200.0
32,master,32,consultant,law,2,10,urban,72.0,81,83,60500.0
46,phd,20,researcher,education,7,46,suburban,32.0,71,17,112900.0
49,phd,11,sales,education,7,38,rural,13.0,93,68,64300.0
43,phd,8,developer,law,1,40,urban,91.0,0,82,67800.0
19,bachelor,6,designer,education,3,24,suburban,53.0,92,42,31700.0
38,phd,23,designer,marketing,0,31,urban,70.0,8,84,76000.0
44,master,28,researcher,IT,2,57,suburban,4.0,17,31,83100.0
25,master,4,designer,manufacturing,4,20,remote,86.0,86,62,52700.0
43,master,15,,education,4,56,rural,82.0,1,100,74800.0
46,phd,22,intern,finance,7,17,suburban,75.0,86,46,83500.0
41,bachelor,29,analyst,education,4,19,rural,30.0,91,81,64900.0
42,master,30,researcher,law,0,60,urban,16.0,23,3,73300.0
54,phd,11,intern,manufacturing,3,64,suburban,42.0,30,4,80500.0
53,,16,support,law,4,43,remote,10.0,81,7,62800.0
62,master,17,developer,finance,0,63,suburban,54.0,67,25,48800.0
63,,5,sales,healthcare,0,61,rural,77.0,62,70,36300.0
57,master,1,designer,freelance,1,15,remote,34.0,30,12,47700.0
48,high_school,31,manager,freelance,5,10,rural,36.0,97,89,83100.0
60,high_school,29,designer,manufacturing,5,67,suburban,50.0,65,86,79100.0
21,phd,2,designer,freelance,4,48,suburban,52.0,78,31,55200.0
38,master,27,designer,education,5,13,urban,83.0,7,86,76200.0
24,master,33,,,2,36,remote,11.0,81,56,109200.0
33,high_school,34,support,manufacturing,1,17,remote,38.0,60,73,64500.0
45,phd,2,intern,freelance,2,15,remote,41.0,0,29,55100.0
58,phd,32,developer,education,3,13,suburban,100.0,54,65,109200.0
27,master,8,consultant,healthcare,4,36,remote,10.0,16,3,43100.0
31,master,31,manager,education,3,48,urban,55.0,22,62,221400.0
48,phd,31,designer,law,2,26,suburban,5.0,5,21,86300.0
62,phd,16,designer,marketing,1,53,remote,89.0,81,26,76900.0
25,phd,35,sales,healthcare,2,50,rural,6.0,80,53,88400.0
64,phd,0,researcher,freelance,6,60,urban,77.0,10,64,76400.0
50,high_school,16,developer,law,0,14,suburban,88.0,67,0,26700.0
21,high_school,8,intern,IT,6,63,remote,43.0,95,55,35100.0
54,high_school,12,analyst,marketing,2,58,remote,10.0,76,51,38800.0
29,master,25,developer,healthcare,4,34,remote,82.0,51,79,90400.0
54,bachelor,7,sales,manufacturing,4,18,rural,64.0,84,0,42300.0
37,master,6,support,education,3,38,suburban,35.0,92,82,45200.0
41,bachelor,7,consultant,finance,4,53,suburban,24.0,44,58,48400.0
35,bachelor,32,designer,manufacturing,5,15,rural,47.0,94,82,58900.0
35,master,28,designer,marketing,2,41,rural,,10,6,58500.0
47,high_school,6,researcher,marketing,2,48,urban,73.0,93,1,27500.0
37,none,10,analyst,,1,41,suburban,39.0,13,79,28300.0
30,high_school,4,manager,law,2,52,remote,67.0,18,67,48700.0
55,phd,23,consultant,marketing,0,15,suburban,91.0,75,12,79900.0
36,phd,4,analyst,IT,1,52,rural,,9,53,58000.0
20,high_school,6,sales,,3,58,remote,97.0,66,30,36400.0
20,none,18,support,IT,2,44,suburban,53.0,41,15,26300.0
52,none,23,sales,marketing,2,37,remote,13.0,6,9,41100.0
64,high_school,25,analyst,education,4,42,remote,45.0,80,7,46500.0
23,bachelor,28,analyst,healthcare,6,54,rural,12.0,62,1,83200.0
62,master,33,intern,healthcare,7,24,suburban,2.0,89,53,89500.0
18,master,9,designer,freelance,5,68,remote,47.0,0,54,75600.0
25,phd,23,analyst,freelance,4,56,suburban,55.0,44,54,84900.0
56,phd,19,manager,IT,2,23,remote,20.0,95,67,113900.0
27,,24,,finance,5,25,suburban,15.0,67,98,78500.0
34,bachelor,30,sales,healthcare,7,42,rural,80.0,7,48,77400.0
42,master,15,designer,marketing,7,66,urban,64.0,25,60,65300.0
20,master,13,designer,law,1,45,rural,16.0,90,100,47400.0
53,master,8,support,healthcare,1,53,rural,26.0,46,31,54200.0
19,phd,33,sales,law,5,28,urban,86.0,65,9,114100.0
30,bachelor,34,support,healthcare,5,29,urban,50.0,21,43,66900.0
55,bachelor,1,support,finance,4,17,remote,44.0,29,68,34600.0
38,bachelor,39,consultant,IT,1,21,urban,26.0,88,1,75700.0
35,high_school,36,manager,manufacturing,3,62,urban,93.0,22,67,83700.0
19,high_school,37,support,IT,4,27,urban,49.0,65,56,56200.0
57,high_school,1,sales,education,1,48,rural,36.0,96,11,700.0
28,high_school,17,developer,freelance,1,36,suburban,,5,4,43000.0
26,bachelor,20,consultant,law,3,38,rural,33.0,87,20,60800.0
64,phd,35,intern,IT,7,13,rural,98.0,55,65,106600.0
63,phd,1,sales,IT,4,12,urban,77.0,92,88,68700.0
43,high_school,28,analyst,finance,6,26,urban,47.0,52,51,66200.0
52,bachelor,22,support,finance,4,50,remote,5.0,15,22,59400.0
48,,23,,marketing,3,58,urban,62.0,78,53,78700.0
56,phd,13,designer,,2,11,rural,7.0,25,11,63200.0
48,high_school,27,manager,,1,63,urban,57.0,12,80,66300.0
59,bachelor,6,developer,finance,6,65,urban,74.0,72,74,47000.0
31,master,23,intern,IT,1,57,rural,77.0,99,82,65000.0
32,bachelor,38,support,IT,2,21,rural,36.0,21,3,71600.0
27,,18,consultant,education,6,48,remote,,32,66,38900.0
53,none,34,developer,healthcare,4,11,urban,37.0,88,93,58300.0
27,none,1,designer,law,7,21,rural,89.0,67,76,33200.0
36,master,19,consultant,law,0,27,suburban,79.0,67,74,42600.0
34,master,38,analyst,healthcare,1,27,urban,7.0,93,66,73100.0
45,none,35,intern,manufacturing,3,63,suburban,3.0,73,14,53300.0
43,,4,support,education,2,65,urban,4.0,32,15,18600.0
43,phd,28,consultant,manufacturing,4,53,urban,91.0,69,82,90500.0
50,high_school,17,support,education,2,58,rural,71.0,88,26,42800.0
45,bachelor,30,,healthcare,4,11,remote,94.0,95,73,74000.0
49,bachelor,13,support,IT,1,40,remote,20.0,39,99,51600.0
45,phd,32,developer,manufacturing,0,21,urban,1.0,74,86,73800.0
62,none,26,analyst,marketing,0,34,suburban,50.0,73,31,37300.0
42,high_school,35,manager,IT,4,37,urban,68.0,67,55,104600.0
25,bachelor,7,support,education,4,26,suburban,55.0,37,76,44000.0
33,phd,17,designer,,7,31,remote,35.0,3,48,97200.0
64,high_school,1,designer,healthcare,0,16,remote,70.0,73,71,7600.0
42,master,25,researcher,freelance,6,19,remote,46.0,29,2,77700.0
49,none,39,intern,,0,69,remote,89.0,39,36,72300.0
25,phd,12,sales,law,2,53,suburban,82.0,35,100,72800.0
31,high_school,2,researcher,marketing,6,48,rural,14.0,17,46,42300.0
49,phd,9,developer,finance,0,27,suburban,61.0,98,72,56600.0
60,none,30,manager,education,2,63,rural,64.0,1,91,73600.0
58,bachelor,0,,finance,7,27,remote,52.0,30,74,44700.0
41,bachelor,30,developer,healthcare,1,24,urban,72.0,38,41,51600.0
60,bachelor,28,sales,marketing,6,68,suburban,5.0,38,6,76600.0
43,high_school,5,manager,manufacturing,2,44,urban,63.0,99,13,59000.0
31,bachelor,4,researcher,freelance,1,25,suburban,73.0,80,25,48800.0
57,bachelor,2,intern,education,3,40,suburban,16.0,50,87,42600.0
33,none,4,intern,education,4,26,urban,,96,87,31500.0
59,high_school,24,designer,manufacturing,6,64,suburban,69.0,94,14,46800.0
25,high_school,4,designer,law,3,64,suburban,53.0,38,60,16100.0
46,high_school,25,,law,3,31,urban,75.0,18,16,45000.0
35,master,39,intern,IT,6,48,rural,31.0,73,100,84200.0
56,phd,21,analyst,IT,2,41,rural,89.0,7,19,72100.0
58,,26,manager,healthcare,3,25,suburban,,13,21,65900.0
61,phd,39,manager,healthcare,0,13,rural,2.0,43,72,128700.0
24,none,21,sales,healthcare,3,42,suburban,8.0,43,95,54000.0
63,high_school,10,researcher,education,1,27,suburban,15.0,26,0,41900.0
35,high_school,3,consultant,manufacturing,1,50,suburban,87.0,83,2,16700.0
26,master,32,,marketing,1,30,suburban,30.0,47,81,77800.0
45,phd,36,analyst,finance,3,43,urban,63.0,57,45,89000.0
57,high_school,37,designer,IT,5,42,urban,3.0,6,72,64700.0
53,bachelor,36,researcher,,4,23,urban,24.0,50,69,112000.0
58,high_school,33,designer,education,6,66,rural,12.0,100,91,62300.0
27,none,4,manager,education,1,25,urban,10.0,6,12,45400.0
37,phd,39,intern,freelance,1,40,urban,69.0,61,54,107300.0
25,master,37,manager,freelance,2,57,suburban,8.0,21,22,100300.0
47,bachelor,37,researcher,law,0,15,suburban,29.0,99,42,74700.0
22,phd,6,sales,freelance,1,36,rural,36.0,100,26,70700.0
37,phd,31,sales,education,2,20,urban,37.0,73,34,77700.0
41,none,26,sales,healthcare,3,60,suburban,50.0,28,51,50300.0
60,high_school,0,designer,IT,3,18,remote,52.0,51,27,18700.0
19,master,33,,IT,2,15,rural,2.0,62,88,84500.0
40,high_school,7,sales,marketing,7,21,suburban,1.0,57,53,60700.0
26,master,8,consultant,healthcare,5,57,suburban,87.0,51,98,54400.0
62,bachelor,23,sales,healthcare,2,45,suburban,93.0,49,13,58300.0
53,master,28,sales,education,2,18,suburban,,71,38,80500.0
32,phd,10,consultant,freelance,2,55,suburban,4.0,59,52,62900.0
48,bachelor,19,sales,finance,3,65,remote,27.0,14,44,59200.0
55,none,30,,finance,5,28,rural,41.0,47,79,78800.0
62,high_school,15,consultant,manufacturing,2,11,suburban,,46,89,38800.0
25,master,38,sales,freelance,3,40,suburban,52.0,45,86,81400.0
56,master,0,consultant,IT,2,66,rural,33.0,47,59,33600.0
60,none,27,consultant,IT,5,30,urban,94.0,24,9,51900.0
41,none,26,researcher,education,4,46,rural,71.0,75,89,68100.0
25,master,11,manager,,6,23,remote,73.0,66,36,93900.0
60,high_school,10,intern,law,6,46,rural,60.0,60,90,27200.0
58,none,12,developer,marketing,0,48,remote,10.0,74,56,35500.0
54,phd,9,support,IT,1,50,remote,85.0,31,99,68500.0
33,phd,11,analyst,education,2,18,urban,50.0,33,43,58900.0
51,phd,34,support,manufacturing,5,61,suburban,31.0,12,37,109500.0
46,high_school,29,,healthcare,7,29,suburban,96.0,89,15,63000.0
46,bachelor,24,developer,marketing,7,26,urban,32.0,53,5,57700.0
55,high_school,1,developer,,2,11,suburban,50.0,92,38,27800.0
21,master,14,consultant,finance,5,37,rural,3.0,52,26,56200.0
48,bachelor,19,sales,finance,1,21,remote,3.0,10,27,42100.0
53,none,5,developer,marketing,7,24,remote,69.0,0,17,44000.0
64,bachelor,31,developer,finance,3,47,suburban,12.0,56,81,85400.0
18,bachelor,30,intern,manufacturing,2,24,rural,36.0,80,8,58300.0
26,phd,37,manager,IT,5,16,suburban,31.0,47,35,109500.0
39,bachelor,4,intern,marketing,6,54,urban,24.0,21,2,48100.0
44,master,37,designer,education,7,48,remote,15.0,40,23,94900.0
54,high_school,24,,healthcare,2,69,urban,14.0,87,19,57100.0
28,phd,26,analyst,marketing,3,62,suburban,36.0,38,22,90000.0
53,phd,21,intern,,2,47,remote,,49,36,86300.0
26,master,5,intern,education,3,34,remote,89.0,3,50,52700.0
24,none,6,analyst,education,6,61,remote,,30,80,28700.0
52,phd,34,developer,marketing,2,59,suburban,87.0,79,71,93900.0
49,phd,3,designer,law,1,59,urban,18.0,8,60,57100.0
50,master,13,developer,education,0,67,urban,46.0,51,32,48300.0
33,phd,29,,finance,6,51,rural,73.0,98,2,97900.0
34,bachelor,36,support,IT,1,64,urban,98.0,88,0,76900.0
49,bachelor,7,analyst,law,1,18,urban,22.0,99,76,35000.0
44,none,8,developer,freelance,2,34,suburban,23.0,58,51,24900.0
61,none,36,consultant,law,4,27,urban,19.0,29,49,72500.0
26,master,39,analyst,IT,4,59,suburban,6.0,14,79,102900.0
51,high_school,39,support,law,6,41,remote,15.0,37,50,74800.0
19,master,27,,law,0,28,suburban,61.0,32,13,82600.0
45,master,25,analyst,IT,6,38,urban,37.0,56,100,51000.0
57,high_school,0,designer,manufacturing,7,43,rural,52.0,90,94,31700.0
56,phd,13,,manufacturing,5,13,suburban,66.0,72,51,72600.0
63,none,36,intern,freelance,3,16,urban,31.0,73,87,67800.0
62,bachelor,34,researcher,education,7,61,remote,76.0,1,95,84200.0
40,none,26,support,finance,2,64,urban,52.0,25,83,70200.0
64,none,17,analyst,healthcare,0,15,rural,,35,19,31500.0
54,high_school,25,developer,manufacturing,1,15,rural,82.0,14,64,34800.0
23,bachelor,7,designer,marketing,4,42,rural,2.0,1,62,37900.0
51,none,8,sales,manufacturing,2,41,rural,4.0,95,38,27200.0
21,none,19,consultant,,0,62,remote,5.0,63,53,43900.0
56,master,37,researcher,freelance,5,15,urban,22.0,15,87,115600.0
22,master,11,sales,law,6,12,remote,99.0,20,100,54200.0
32,high_school,31,designer,manufacturing,3,52,rural,66.0,96,29,61900.0
37,high_school,38,analyst,healthcare,1,39,remote,97.0,39,53,57800.0
31,none,2,designer,manufacturing,2,52,suburban,23.0,87,57,36500.0
25,master,0,consultant,healthcare,3,63,suburban,8.0,67,43,39800.0
51,none,15,sales,healthcare,1,26,remote,42.0,67,44,39900.0
57,none,25,designer,finance,3,46,urban,94.0,53,93,46100.0
63,master,38,consultant,law,2,23,remote,23.0,35,37,78400.0
41,none,38,consultant,marketing,0,20,urban,20.0,25,8,38800.0
23,none,35,developer,healthcare,0,21,suburban,59.0,23,26,49900.0
32,bachelor,35,designer,freelance,3,42,rural,48.0,98,55,77800.0
34,high_school,6,manager,IT,0,10,suburban,68.0,71,53,49700.0
52,none,25,researcher,manufacturing,0,38,rural,90.0,18,62,60200.0
56,none,19,manager,education,0,26,suburban,93.0,49,21,54700.0
18,none,31,manager,finance,6,38,rural,75.0,67,97,88700.0
42,bachelor,27,,healthcare,2,54,urban,40.0,52,14,79800.0
57,bachelor,13,sales,finance,1,12,urban,74.0,96,54,32000.0
48,bachelor,8,sales,manufacturing,2,23,suburban,98.0,41,20,34000.0
56,bachelor,30,analyst,education,0,14,remote,15.0,11,98,71800.0
21,phd,26,developer,healthcare,0,26,remote,88.0,46,62,74500.0
50,none,38,designer,freelance,6,25,urban,92.0,57,77,64500.0
41,phd,17,sales,IT,3,53,urban,55.0,82,61,75200.0
57,bachelor,37,sales,healthcare,6,33,remote,19.0,13,99,78000.0
23,master,13,support,marketing,0,55,suburban,84.0,52,66,53500.0
53,bachelor,0,manager,finance,3,47,urban,73.0,46,85,61700.0
51,master,17,designer,law,4,31,urban,95.0,21,45,63400.0
40,high_school,19,analyst,freelance,5,46,suburban,54.0,85,93,57700.0
60,none,20,sales,finance,6,37,suburban,45.0,84,20,48200.0
30,phd,2,developer,IT,5,40,rural,59.0,29,96,55400.0
40,master,9,intern,IT,6,68,rural,75.0,4,14,74500.0
48,phd,18,researcher,,7,35,urban,23.0,22,72,112300.0
41,master,16,consultant,IT,5,28,urban,23.0,77,38,59100.0
39,master,29,consultant,education,4,38,urban,34.0,92,59,91400.0
38,high_school,28,manager,healthcare,2,47,suburban,39.0,55,87,77800.0
31,high_school,7,consultant,,5,65,suburban,6.0,16,14,20000.0
34,bachelor,16,researcher,law,5,52,urban,80.0,0,47,75600.0
55,high_school,30,consultant,IT,5,65,rural,79.0,11,55,66900.0
29,none,19,manager,law,3,40,rural,99.0,55,76,79900.0
26,master,28,researcher,,0,51,remote,9.0,56,63,92500.0
40,master,7,consultant,law,0,32,remote,75.0,74,58,33300.0
46,none,34,,marketing,0,20,rural,22.0,81,10,40100.0
45,bachelor,1,support,manufacturing,4,20,rural,60.0,50,34,31300.0
45,none,1,researcher,finance,3,49,rural,70.0,69,6,35800.0
24,bachelor,32,manager,finance,7,42,remote,49.0,21,2,121400.0
27,master,12,analyst,manufacturing,6,61,urban,23.0,56,46,70900.0
40,bachelor,32,analyst,freelance,4,34,suburban,,37,17,55600.0
58,master,29,support,marketing,0,13,rural,15.0,62,65,68800.0
47,master,36,researcher,,1,17,rural,76.0,60,70,84300.0
46,bachelor,1,intern,finance,2,17,remote,81.0,96,66,28500.0
44,master,19,sales,finance,0,51,urban,77.0,47,57,46000.0
43,bachelor,31,intern,law,0,66,urban,62.0,31,1,58900.0
55,bachelor,23,researcher,finance,5,19,remote,19.0,64,7,61500.0
40,none,35,developer,finance,2,37,rural,53.0,97,80,63400.0
26,bachelor,36,researcher,manufacturing,3,63,rural,77.0,1,66,72900.0
26,bachelor,1,intern,marketing,1,52,rural,60.0,59,4,37500.0
25,phd,6,consultant,freelance,4,34,urban,80.0,2,1,45900.0
43,high_school,15,analyst,education,7,45,rural,98.0,80,6,50600.0
58,,37,support,freelance,0,48,urban,0.0,43,65,57500.0
30,high_school,35,sales,law,2,68,remote,83.0,80,56,81700.0
48,bachelor,6,consultant,marketing,4,24,urban,68.0,93,95,45700.0
54,bachelor,11,researcher,education,7,54,urban,88.0,12,44,76200.0
62,bachelor,18,support,freelance,7,65,urban,45.0,9,10,53200.0
61,bachelor,27,designer,healthcare,6,33,suburban,45.0,27,57,52600.0
33,master,25,intern,,2,66,remote,6.0,41,97,73500.0
48,high_school,13,sales,marketing,1,51,rural,15.0,85,49,33500.0
20,master,10,analyst,education,2,64,remote,88.0,57,57,60300.0
30,master,27,developer,,2,20,rural,,14,5,67900.0
34,none,17,consultant,freelance,4,37,rural,64.0,48,92,46500.0
59,high_school,15,consultant,healthcare,0,51,remote,74.0,63,46,35900.0
26,none,13,sales,manufacturing,3,54,remote,27.0,33,64,32200.0
42,phd,0,manager,freelance,5,25,remote,97.0,36,53,78900.0
31,high_school,13,manager,healthcare,7,19,suburban,5.0,28,85,73200.0
48,phd,5,sales,finance,2,57,remote,64.0,51,79,50700.0
38,bachelor,33,consultant,,6,11,urban,61.0,74,68,66300.0
22,master,15,support,marketing,7,58,rural,14.0,50,30,70000.0
33,phd,13,,law,1,37,suburban,1.0,85,68,74700.0
22,phd,5,manager,IT,2,19,urban,74.0,51,6,99800.0
44,high_school,18,researcher,,2,51,rural,72.0,24,91,50000.0
41,high_school,39,intern,freelance,3,68,urban,,17,54,58500.0
52,master,39,support,education,6,54,urban,58.0,29,56,96600.0
53,bachelor,19,consultant,,2,35,remote,9.0,82,93,38900.0
52,high_school,29,researcher,education,6,24,urban,61.0,64,24,81200.0
35,high_school,9,intern,freelance,1,11,rural,15.0,10,9,29800.0
40,master,27,designer,IT,1,36,remote,36.0,96,53,70400.0
32,bachelor,31,intern,finance,1,25,suburban,36.0,46,17,58100.0
29,bachelor,25,consultant,freelance,4,26,rural,37.0,49,5,62700.0
20,phd,22,,healthcare,3,68,remote,21.0,34,79,85500.0
51,high_school,6,consultant,healthcare,1,30,urban,44.0,64,82,16700.0
23,master,25,support,healthcare,7,41,suburban,70.0,1,59,83700.0
24,,0,analyst,IT,6,38,suburban,90.0,18,17,30200.0
47,master,21,manager,healthcare,6,35,suburban,47.0,49,60,93300.0
61,bachelor,25,,freelance,2,56,urban,2.0,6,40,59800.0
36,master,32,support,,6,24,suburban,61.0,99,63,73200.0
54,master,30,manager,law,5,44,remote,50.0,97,90,104500.0
64,master,16,manager,healthcare,5,34,suburban,33.0,30,48,85900.0
39,bachelor,12,analyst,education,0,32,rural,15.0,3,9,26200.0
41,none,32,developer,healthcare,1,36,suburban,51.0,100,56,50300.0
59,bachelor,24,consultant,,4,44,remote,44.0,80,41,58300.0
49,phd,0,developer,education,2,35,rural,68.0,32,3,58400.0
22,master,21,,freelance,4,32,suburban,20.0,68,99,75300.0
53,phd,29,designer,manufacturing,3,10,suburban,27.0,12,69,84700.0
34,high_school,13,manager,finance,6,22,remote,12.0,50,83,70700.0
50,none,6,analyst,manufacturing,0,20,suburban,96.0,31,1,17600.0
63,none,9,analyst,education,2,50,suburban,64.0,90,12,43900.0
55,high_school,2,analyst,manufacturing,3,50,rural,25.0,55,60,17700.0
44,high_school,28,designer,finance,1,22,remote,64.0,83,89,70600.0
63,phd,14,designer,healthcare,2,14,urban,32.0,45,29,64600.0
43,high_school,18,consultant,law,7,18,rural,38.0,21,12,54500.0
56,bachelor,19,developer,law,4,56,remote,58.0,85,97,40500.0
41,bachelor,16,support,freelance,0,29,suburban,86.0,7,7,44200.0
25,none,38,consultant,manufacturing,6,22,remote,3.0,66,31,71500.0
35,master,30,designer,finance,6,59,urban,,9,0,86600.0
26,bachelor,24,researcher,law,3,59,suburban,77.0,16,87,73800.0
40,master,21,,marketing,4,56,remote,41.0,77,25,65400.0
63,none,32,consultant,law,1,29,suburban,98.0,72,91,66000.0
18,master,1,intern,marketing,4,54,rural,21.0,84,53,45900.0
31,phd,3,support,education,5,26,urban,59.0,14,1,56100.0
60,master,19,intern,,5,45,remote,35.0,11,12,63900.0
41,high_school,33,manager,freelance,5,58,remote,75.0,22,38,88900.0
28,phd,21,support,education,3,56,urban,56.0,56,58,75400.0
45,master,31,researcher,law,2,61,urban,13.0,74,91,101200.0
24,master,5,researcher,education,5,67,suburban,91.0,44,16,65900.0
21,phd,14,developer,freelance,2,42,urban,22.0,21,79,71200.0
58,master,29,sales,manufacturing,3,62,rural,23.0,4,67,79400.0
25,none,3,consultant,manufacturing,2,59,urban,62.0,7,17,8400.0
33,none,19,researcher,healthcare,1,39,suburban,37.0,53,47,45000.0
21,,11,consultant,finance,3,36,urban,5.0,74,63,35300.0
39,high_school,28,developer,manufacturing,1,47,rural,30.0,62,40,50000.0
32,none,1,intern,law,2,49,remote,52.0,37,84,18300.0
32,high_school,20,developer,law,1,54,urban,36.0,57,26,41100.0
43,,34,analyst,IT,3,30,suburban,53.0,10,25,88200.0
41,bachelor,39,analyst,marketing,0,23,urban,41.0,51,42,90100.0
24,bachelor,3,researcher,education,5,51,remote,14.0,7,3,53800.0
45,master,25,support,manufacturing,1,52,rural,74.0,61,81,52600.0
63,phd,14,researcher,marketing,4,25,rural,31.0,71,59,95300.0
38,phd,27,designer,education,2,60,urban,55.0,56,85,97000.0
44,high_school,33,manager,finance,5,63,suburban,51.0,10,76,93200.0
51,bachelor,28,manager,marketing,6,64,remote,73.0,72,29,99800.0
25,bachelor,38,researcher,manufacturing,5,31,urban,27.0,52,81,79000.0
21,none,34,developer,manufacturing,5,52,rural,87.0,40,46,75300.0
33,phd,25,researcher,IT,0,50,rural,32.0,9,42,88900.0
31,high_school,21,sales,freelance,6,39,suburban,5.0,53,23,58200.0
61,none,24,designer,manufacturing,0,22,rural,89.0,78,67,37400.0
50,master,3,consultant,healthcare,5,26,rural,5.0,72,15,33900.0
48,none,23,support,freelance,7,25,remote,14.0,47,5,67300.0
36,bachelor,5,manager,manufacturing,7,31,remote,34.0,46,72,78400.0
37,,34,sales,manufacturing,4,56,urban,15.0,62,64,66800.0
41,phd,0,manager,healthcare,1,33,rural,58.0,89,10,75700.0
41,bachelor,13,analyst,finance,4,16,urban,,91,71,37400.0
29,bachelor,32,sales,healthcare,7,62,rural,88.0,59,45,69100.0
47,phd,21,analyst,healthcare,3,23,urban,48.0,42,69,80300.0
37,none,19,intern,education,4,65,urban,67.0,91,55,47100.0
21,phd,1,developer,law,6,51,remote,66.0,35,16,63900.0
44,high_school,36,consultant,healthcare,5,33,rural,53.0,17,25,79900.0
43,bachelor,1,researcher,finance,0,46,remote,8.0,68,4,40500.0
20,none,35,designer,,1,17,rural,83.0,36,52,81200.0
20,master,32,researcher,healthcare,6,54,remote,38.0,92,4,86700.0
48,phd,7,support,healthcare,1,16,suburban,55.0,4,6,65300.0
30,,7,analyst,healthcare,3,69,suburban,26.0,40,5,58600.0
45,high_school,14,sales,law,0,28,urban,49.0,4,99,17600.0
33,master,30,support,IT,5,52,urban,25.0,26,5,63300.0
39,none,7,analyst,healthcare,7,21,rural,1.0,87,24,46200.0
46,bachelor,19,analyst,law,7,32,remote,31.0,46,30,57800.0
24,master,11,sales,finance,3,63,urban,86.0,98,56,50800.0
56,none,26,developer,finance,5,23,suburban,82.0,75,17,49400.0
62,master,8,sales,law,1,14,urban,93.0,98,38,50700.0
44,bachelor,2,researcher,manufacturing,3,35,remote,82.0,77,57,37000.0
32,master,17,developer,,3,41,urban,36.0,63,81,60500.0
52,high_school,20,developer,manufacturing,0,18,urban,76.0,80,90,41300.0
30,bachelor,1,sales,,5,42,urban,4.0,96,20,33100.0
45,master,36,developer,healthcare,7,18,suburban,17.0,64,3,90700.0
49,bachelor,25,manager,law,5,24,rural,61.0,66,59,86100.0
20,master,4,consultant,IT,6,56,rural,,93,50,52500.0
47,phd,37,support,marketing,3,30,urban,17.0,42,84,99800.0
27,high_school,16,manager,finance,4,25,suburban,53.0,14,25,77900.0
27,master,7,intern,freelance,3,65,suburban,45.0,20,16,58600.0
38,phd,35,manager,education,6,53,suburban,7.0,93,64,114400.0
42,phd,10,researcher,education,6,25,remote,,24,95,91300.0
53,phd,20,designer,education,1,14,urban,40.0,95,34,69900.0
34,high_school,15,manager,marketing,0,66,remote,94.0,40,67,59300.0
35,none,36,consultant,,5,35,urban,97.0,2,25,85300.0
41,high_school,3,consultant,manufacturing,0,55,suburban,77.0,14,95,8400.0
30,bachelor,3,intern,marketing,3,66,remote,6.0,81,22,30100.0
42,phd,29,designer,law,3,48,urban,92.0,90,89,91000.0
62,none,34,manager,healthcare,6,63,rural,70.0,39,66,80500.0
21,bachelor,6,intern,IT,3,51,rural,66.0,96,90,45900.0
22,master,3,developer,healthcare,1,51,remote,18.0,54,78,35200.0
23,master,7,intern,education,2,30,urban,100.0,26,24,40700.0
43,bachelor,30,researcher,marketing,3,54,rural,57.0,40,43,67700.0
22,bachelor,26,developer,,2,51,rural,63.0,56,24,55400.0
49,high_school,20,designer,freelance,2,41,remote,45.0,20,56,38200.0
34,master,8,,healthcare,5,11,remote,2.0,14,3,84000.0
54,none,37,manager,education,1,61,urban,51.0,26,91,93000.0
20,none,17,intern,marketing,4,37,remote,21.0,83,9,44600.0
57,,23,manager,freelance,0,48,suburban,64.0,77,28,54200.0
62,phd,3,analyst,healthcare,3,57,rural,48.0,71,57,54400.0
64,phd,20,developer,IT,1,28,urban,18.0,43,80,75000.0
