Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
30,Female,Master,Married,Construction,West,57743,38906,19982,800,11,235964,1,0,55214
64,Male,Bachelor,Married,Education,East,30575,20340,13729,647,50,418353,0,0,33924
48,Other,Master,Married,Finance,West,53305,17226,44010,571,33,130774,0,1,52754
51,Other,Bachelor,Single,Construction,West,57548,33080,24223,729,35,218089,1,0,53934
56,Female,High School,Widowed,IT,West,49480,26397,21167,532,38,173594,0,0,50666
20,Female,Master,Single,Unemployed,East,60932,46547,26127,507,0,359603,0,1,69416
25,Female,Bachelor,Widowed,Unemployed,North,58888,25243,34746,752,5,43941,1,0,66877
40,Male,Bachelor,Divorced,IT,North,49472,21516,31042,800,20,440273,1,0,44353
31,Female,High School,Widowed,Finance,East,42337,21408,14909,518,13,427905,0,0,56756
44,Female,Bachelor,Single,Unemployed,North,65638,27678,37340,380,27,78588,0,0,69798
46,Female,High School,Divorced,IT,West,56947,20762,47620,848,31,91938,1,0,66709
56,Female,Master,Widowed,Unemployed,West,29278,21335,12257,840,37,248795,0,0,29493
56,Female,Master,Widowed,Construction,West,53313,30875,24294,550,35,249696,0,0,61282
18,Female,Bachelor,Widowed,Healthcare,West,32734,23918,17784,714,1,338384,0,0,38551
34,Female,High School,Married,Healthcare,North,35531,25424,3881,385,14,438895,0,0,47588
58,Male,High School,Divorced,Education,East,40221,17738,22409,516,44,493737,0,0,37308
47,Female,High School,Married,IT,East,50673,29079,34968,495,27,99846,0,0,63588
30,Female,High School,Divorced,Construction,East,55617,18999,38368,596,15,62428,0,0,55456
38,Male,Master,Widowed,Finance,South,43865,33233,12347,343,21,432261,0,0,55374
36,Male,Bachelor,Widowed,Finance,East,44522,22355,30062,692,17,310815,1,0,50250
36,Male,Bachelor,Single,Construction,South,42451,21091,29603,742,19,314047,1,0,47978
42,Male,High School,Widowed,Construction,East,65712,29660,31544,389,24,447886,0,0,78641
39,Male,Master,Married,Finance,West,7205,3821,7523,454,19,278859,0,1,10779
48,Female,Master,Married,IT,East,45369,19321,36826,777,29,420026,1,0,45227
34,Female,Bachelor,Widowed,Unemployed,South,73174,35666,36292,358,20,45583,0,0,73606
40,Male,High School,Married,Education,West,57758,40429,17466,409,25,201791,0,0,58807
49,Male,PhD,Widowed,Education,South,69002,49483,21663,778,28,360641,1,0,89462
27,Female,Bachelor,Single,Education,North,19486,8809,16148,348,12,498908,0,0,17781
27,Female,Master,Single,Construction,North,31366,16765,9462,676,13,25706,0,0,34567
53,Male,Bachelor,Widowed,Finance,North,57710,42527,1620,331,39,288460,0,1,66582
25,Male,Master,Single,Finance,West,73259,23907,52429,785,5,172667,1,0,85160
69,Male,Bachelor,Widowed,Finance,West,32881,24482,16228,830,54,326799,0,0,33771
37,Female,PhD,Married,Unemployed,South,44183,18097,26526,302,20,269641,0,0,56291
49,Female,Master,Widowed,Finance,West,56021,35812,19157,677,30,18562,1,0,62960
67,Male,High School,Divorced,Finance,East,28212,16681,12696,541,47,368927,0,0,30589
31,Male,Bachelor,Divorced,Healthcare,South,57825,33334,34478,840,10,361521,1,1,59566
67,Other,High School,Widowed,Unemployed,East,9864,7197,1344,656,46,144829,0,0,10191
45,Female,PhD,Widowed,Construction,West,57383,20129,42105,496,29,236311,0,0,66729
63,Male,High School,Widowed,Unemployed,East,35073,16607,14698,718,46,224267,0,0,44023
69,Female,High School,Single,Construction,West,43286,24635,15122,572,51,276162,0,0,46059
41,Male,Bachelor,Divorced,Healthcare,West,59778,42182,23821,801,27,165349,1,0,70163
32,Female,Bachelor,Widowed,Education,East,56708,23149,43730,334,15,180149,0,1,71739
39,Male,High School,Widowed,IT,North,49880,34989,21336,760,20,480485,1,0,66812
47,Male,Bachelor,Married,Unemployed,West,64535,32255,24010,552,30,447466,0,0,70542
21,Female,Master,Married,Construction,South,24497,9663,14734,811,2,481905,0,0,36051
30,Male,Bachelor,Single,Construction,South,53066,36057,20203,347,14,170644,0,0,58728
40,Male,Bachelor,Single,Healthcare,North,38147,13177,27267,484,26,47020,0,1,45227
25,Female,High School,Divorced,Construction,East,63770,35544,20627,790,11,115005,1,0,74147
35,Male,High School,Divorced,Construction,North,60306,20017,35803,572,19,62264,0,1,56755
29,Female,Bachelor,Widowed,Education,East,60850,29099,29742,826,13,393080,1,0,74011
48,Male,Bachelor,Divorced,Healthcare,North,74680,44848,31493,427,30,402386,0,0,85917
31,Female,Bachelor,Widowed,Unemployed,West,66895,38669,20555,509,15,457665,0,0,72105
51,Other,Bachelor,Single,Construction,South,47638,23929,28710,441,34,360346,0,1,53671
35,Male,Bachelor,Single,Finance,North,49980,25715,25800,472,14,218393,0,0,66219
51,Female,Bachelor,Single,Healthcare,South,59014,24395,31402,746,32,439363,1,0,70362
28,Female,High School,Married,Education,East,52042,27475,27534,418,13,49944,0,0,62585
58,Male,Master,Divorced,Unemployed,North,60577,47045,8331,310,39,291858,0,0,72587
29,Female,High School,Single,IT,North,16545,11998,6286,603,8,54294,0,0,23239
66,Female,Bachelor,Single,Construction,North,78212,29143,42065,453,52,168783,0,0,83658
32,Male,High School,Single,Finance,North,50915,16032,28609,622,17,267364,1,0,53068
48,Female,Bachelor,Divorced,Finance,South,25663,19677,5715,836,31,467992,0,0,34889
66,Male,Bachelor,Divorced,IT,West,36293,20446,14265,744,48,306913,0,0,38266
46,Female,Bachelor,Married,Healthcare,South,18060,10274,11707,641,26,329093,0,0,12885
43,Male,Bachelor,Married,Education,West,33646,23227,12325,520,26,130303,0,0,38622
35,Male,Bachelor,Married,Construction,North,47866,21891,38476,409,19,344972,0,0,41995
49,Male,Master,Married,Construction,West,72720,39338,34056,709,34,426820,1,1,74908
39,Male,High School,Single,Unemployed,South,56160,44048,-2385,717,25,21771,0,0,54100
55,Female,Master,Widowed,Construction,North,53492,34024,11296,804,38,249279,1,0,63138
34,Male,Bachelor,Married,Finance,South,32973,12426,16566,339,15,328326,0,0,40489
40,Male,Bachelor,Widowed,Healthcare,South,37632,13796,42758,808,21,212831,0,0,48325
41,Male,PhD,Single,IT,South,38796,15601,25011,758,23,430930,0,1,45463
67,Male,High School,Single,Healthcare,West,39408,26929,20021,562,51,297573,0,0,46201
25,Female,Bachelor,Divorced,Education,North,44726,20023,31739,417,10,305903,0,0,43629
58,Male,Bachelor,Widowed,Education,North,45859,14248,27276,749,40,464311,1,0,52665
23,Female,Bachelor,Widowed,IT,South,44913,34676,3271,713,5,6839,0,0,41926
22,Female,PhD,Single,Finance,East,39930,15367,29774,825,1,262186,0,1,51958
61,Female,Bachelor,Divorced,Unemployed,South,52025,15856,27066,760,46,203379,1,0,59919
46,Male,Master,Married,IT,West,45283,18953,33218,417,26,395903,0,0,48254
45,Female,PhD,Married,Unemployed,West,26066,10882,16598,516,25,29940,0,0,24964
28,Male,Bachelor,Divorced,Education,North,50515,25813,29782,376,13,95528,0,0,54089
18,Male,Bachelor,Divorced,Finance,East,48248,36677,15088,720,2,274820,1,0,56073
60,Female,High School,Married,Healthcare,West,26305,19454,10635,471,42,375275,0,0,30566
36,Female,Bachelor,Single,Education,North,41130,21735,21917,689,22,88988,1,0,42929
26,Male,High School,Single,Finance,East,58956,29799,32565,325,7,152972,0,0,69057
44,Female,Bachelor,Divorced,Finance,East,32953,19030,16153,427,24,459591,0,0,38602
51,Female,Master,Single,Construction,North,31367,13228,13256,673,37,440396,0,0,43720
61,Male,Master,Single,Healthcare,West,45126,14715,30441,323,46,71196,0,0,55157
21,Male,Bachelor,Widowed,Finance,South,59343,45671,26520,769,7,123104,1,0,68102
53,Male,Master,Married,IT,West,77154,30348,50376,722,38,357585,1,0,92692
35,Male,Master,Divorced,Unemployed,West,59884,23905,43691,476,18,70913,0,1,70702
32,Male,Bachelor,Married,Healthcare,West,66272,35537,27819,837,11,409690,1,0,67315
68,Male,Bachelor,Widowed,Healthcare,North,55200,30128,22069,565,49,136231,0,0,61677
30,Male,High School,Single,Education,North,39723,12283,23422,569,9,493081,0,0,50370
36,Male,Bachelor,Single,Healthcare,South,59775,22354,32762,628,19,414145,1,1,71542
66,Male,Bachelor,Widowed,Healthcare,West,48715,23825,18778,754,46,435158,1,0,60539
23,Male,Bachelor,Married,Construction,West,55655,35723,23098,594,2,400415,0,0,62998
65,Male,Master,Widowed,Healthcare,South,35809,14832,21197,421,49,228748,0,1,46049
29,Female,High School,Single,Unemployed,East,56996,29153,34220,458,8,261382,0,0,69821
68,Male,Master,Single,Unemployed,East,48192,27887,20753,477,47,17980,0,0,46675
54,Female,Master,Married,Unemployed,South,53468,39796,3655,627,40,441213,0,1,71062
34,Other,PhD,Single,Finance,West,48723,22560,30381,606,19,441575,1,0,52786
40,Male,Bachelor,Married,IT,North,45841,16813,20875,388,23,358480,0,0,45229
43,Male,High School,Divorced,Unemployed,West,57270,31191,29150,337,28,444222,0,0,56870
46,Female,Master,Single,Construction,South,43908,29565,12486,645,27,142348,1,0,51880
50,Male,Bachelor,Single,Construction,South,26169,9288,20043,551,36,23372,0,0,30298
44,Male,Master,Married,Construction,South,21890,11215,5456,448,29,224769,0,0,25140
42,Male,PhD,Divorced,Construction,North,52766,16299,42358,315,23,388144,0,0,52326
27,Male,High School,Single,Education,West,43291,13713,31766,666,10,13168,1,0,48741
64,Male,Bachelor,Single,Construction,North,24063,13029,11312,417,50,235241,0,0,28660
40,Other,High School,Divorced,Education,East,51598,23172,21952,616,25,292110,1,0,66146
38,Male,Master,Single,Education,West,48591,35109,24534,587,17,264929,0,1,52296
38,Female,High School,Married,Healthcare,South,42505,25548,14423,650,24,112904,1,0,56791
60,Female,High School,Divorced,IT,West,53702,28299,28717,596,39,140987,0,0,56788
30,Male,High School,Divorced,Healthcare,South,69726,35139,31842,493,12,175081,0,0,70160
54,Male,Master,Widowed,Education,North,69268,38001,52154,691,40,316065,1,0,77700
50,Female,Bachelor,Single,Healthcare,West,52156,16701,38202,742,34,266496,1,0,55964
41,Male,Bachelor,Divorced,Finance,South,48729,36371,11284,580,21,110439,0,0,61619
61,Male,High School,Divorced,Construction,North,52366,41848,15546,600,41,462483,0,1,49871
28,Male,Bachelor,Divorced,Construction,West,54635,21348,39037,725,9,479949,1,0,68787
34,Male,Master,Widowed,Education,West,45975,16559,33388,549,17,427227,0,0,59678
21,Male,Bachelor,Single,Healthcare,East,52618,19562,33438,814,7,350618,1,0,48731
64,Female,Bachelor,Divorced,Finance,West,26395,16642,13955,705,43,9047,0,0,23462
42,Male,Bachelor,Single,Finance,East,51220,32305,20138,543,27,283659,0,0,59877
47,Male,PhD,Divorced,Unemployed,West,57152,41375,17650,666,31,205287,1,0,56608
26,Female,High School,Married,Finance,East,42652,28829,11895,419,6,158809,0,0,48310
38,Female,Bachelor,Divorced,Education,North,48567,25490,17759,739,21,221068,1,0,61092
37,Female,Bachelor,Divorced,Unemployed,West,33327,20210,17933,803,20,427264,0,0,35390
36,Female,Bachelor,Widowed,Healthcare,North,31245,20126,16150,732,22,148999,0,0,42649
36,Male,Bachelor,Divorced,Finance,West,53162,29577,32068,482,15,69565,0,0,56714
29,Female,Bachelor,Married,Finance,West,39056,21005,20293,760,15,432505,0,0,41882
54,Female,Master,Divorced,Healthcare,West,23347,14534,9734,417,40,450637,0,0,24722
59,Female,Bachelor,Married,Healthcare,West,33323,19285,8988,330,43,316736,0,1,35611
34,Female,Bachelor,Married,Construction,West,35504,22082,15224,448,17,342613,0,0,35027
54,Female,Master,Married,IT,West,61618,37366,28052,827,34,497723,1,0,63914
65,Female,Bachelor,Widowed,IT,South,52686,34751,10836,572,47,390264,0,0,48227
56,Female,Bachelor,Single,Finance,West,36925,22945,21325,684,36,363161,0,0,46489
45,Female,PhD,Single,Healthcare,East,41183,23057,16565,401,29,352455,0,0,51095
58,Female,Master,Married,Construction,West,69681,44658,26042,371,40,281980,0,0,61168
52,Male,Master,Widowed,Education,North,64041,33604,35425,707,37,90641,1,0,78832
64,Male,Bachelor,Widowed,IT,East,33229,13983,21209,646,49,181150,0,0,29128
65,Female,Bachelor,Single,Unemployed,East,67452,20283,56185,666,48,437759,1,0,75403
35,Female,PhD,Married,IT,East,48790,28297,25637,848,15,397818,1,0,64151
31,Male,High School,Single,Healthcare,South,61994,36906,26346,590,10,94080,0,0,81438
52,Female,Master,Single,Education,West,47550,37375,-3426,721,36,414169,0,0,51074
61,Male,PhD,Widowed,IT,North,67787,32587,42180,480,44,193099,0,0,78238
58,Female,Master,Widowed,Construction,North,32605,16206,12501,413,37,473147,0,0,39084
24,Female,High School,Divorced,IT,North,46168,18508,33919,537,6,449255,0,0,60420
58,Female,Master,Widowed,Healthcare,South,68246,22880,49816,393,43,468022,0,0,76326
30,Female,Bachelor,Widowed,Healthcare,South,14110,9685,5431,559,11,472141,0,0,23612
35,Male,Bachelor,Single,Unemployed,South,49309,20948,35127,406,16,389537,0,0,53454
54,Male,Master,Widowed,Unemployed,West,44096,26653,22048,543,36,213325,0,0,50157
30,Male,Bachelor,Widowed,Education,South,60269,38806,25104,722,11,369642,1,0,62690
53,Female,High School,Single,IT,North,66048,35376,24090,634,39,169584,1,0,79953
48,Female,Bachelor,Widowed,Education,South,60954,44994,18159,322,32,420146,0,0,68013
19,Male,High School,Widowed,IT,North,53615,27981,21419,570,5,316748,0,0,62621
33,Male,Bachelor,Divorced,Finance,East,50608,22391,24737,439,16,270406,0,1,51263
26,Female,Bachelor,Married,IT,North,44859,33554,11499,765,9,278357,1,0,47824
26,Female,Bachelor,Divorced,Healthcare,East,53149,38840,23626,753,10,29129,1,0,66911
55,Female,High School,Widowed,Healthcare,West,71894,27464,48256,683,35,494205,1,1,83468
28,Female,High School,Single,Finance,South,37542,11749,29949,676,11,464250,0,0,41357
39,Male,Bachelor,Single,IT,West,43968,15168,34652,737,24,246255,1,0,44696
50,Male,Bachelor,Married,IT,West,48867,21661,24832,721,31,327750,1,0,46539
53,Female,Bachelor,Single,Healthcare,West,65013,51108,8022,455,38,283668,0,0,81818
62,Male,Master,Widowed,Finance,East,53349,30902,15677,634,46,285242,1,1,67411
40,Male,Bachelor,Divorced,Healthcare,South,64752,31510,36397,830,19,343692,1,0,68276
62,Male,Master,Married,Finance,West,65511,48763,23681,431,48,261174,0,0,78713
62,Male,High School,Divorced,Healthcare,West,58880,31004,34439,800,42,195883,1,0,63858
51,Male,High School,Single,Construction,North,34040,15577,16307,821,30,448043,0,0,47666
26,Female,High School,Widowed,IT,North,74916,57731,25962,439,11,434489,0,0,87125
41,Other,High School,Married,Education,South,71185,51591,31809,434,22,67903,0,0,84102
25,Male,PhD,Single,Construction,North,50953,36779,19212,706,10,74138,1,0,66208
24,Female,PhD,Single,Healthcare,East,29273,16279,22430,393,3,28059,0,0,41295
53,Male,Master,Divorced,Finance,East,26592,18473,14484,540,34,177949,0,0,31587
35,Male,Bachelor,Single,Education,East,53814,20970,33695,464,18,178854,0,1,59695
20,Female,Bachelor,Divorced,Finance,West,39473,23155,14995,624,0,421104,0,1,49837
45,Other,Master,Single,Unemployed,South,24242,19197,-1020,517,27,164470,0,0,33025
23,Female,Bachelor,Divorced,Finance,East,26309,11720,14365,530,4,265541,0,0,33440
61,Male,PhD,Divorced,Unemployed,East,42950,29943,13822,478,45,146867,0,0,50125
61,Male,High School,Widowed,Unemployed,East,52923,28855,24994,379,45,91723,0,0,56612
38,Female,Bachelor,Married,IT,East,71085,22740,49782,653,21,350794,1,0,82320
45,Male,PhD,Married,Healthcare,East,57263,39025,8769,460,29,82156,0,0,74219
57,Female,PhD,Widowed,IT,East,44278,17015,33158,726,36,76512,1,0,52902
18,Male,Master,Single,Unemployed,South,55699,34295,27879,702,1,34232,1,0,68964
53,Female,Bachelor,Single,Finance,East,54358,18635,39578,331,37,411500,0,0,65691
38,Female,Master,Married,IT,South,61093,47251,9995,420,17,263106,0,0,73626
60,Male,High School,Divorced,Construction,South,49400,22025,31209,814,39,389643,1,0,63818
52,Female,High School,Divorced,Unemployed,South,65542,27084,40571,684,31,110332,1,0,72808
30,Male,Bachelor,Married,Finance,East,62366,22736,44002,724,14,67630,1,0,74359
66,Male,Master,Married,Finance,East,51240,39608,21387,775,52,369166,1,1,49782
27,Male,High School,Widowed,Construction,South,48211,31624,17694,466,6,116558,0,0,51807
61,Male,Bachelor,Single,Finance,South,63796,42796,23907,688,46,236000,1,0,72710
64,Male,Bachelor,Divorced,Education,East,39297,21601,15374,632,44,432790,0,0,47347
27,Male,Bachelor,Widowed,Education,North,27400,14723,19285,822,11,459918,0,0,28767
63,Male,High School,Married,Healthcare,North,27315,9697,23131,770,42,227638,0,0,37907
30,Other,High School,Widowed,Healthcare,North,38054,22068,19068,823,10,201211,0,0,47529
54,Male,Master,Widowed,IT,East,59894,25362,31266,352,39,68683,0,0,73176
55,Female,Bachelor,Divorced,IT,South,43658,34427,7814,320,37,79081,0,0,57978
41,Female,Master,Widowed,Construction,North,53067,37056,8854,318,21,499453,0,0,60638
19,Female,Bachelor,Divorced,Construction,West,42570,21561,19533,755,3,431924,1,0,45713
39,Female,High School,Married,Unemployed,West,42689,16037,32198,621,23,143859,1,0,54737
34,Male,High School,Divorced,Finance,South,34618,23978,14618,732,13,205553,0,0,47545
53,Male,High School,Single,Healthcare,West,48621,17553,33866,358,38,356122,0,0,60066
31,Male,High School,Married,Unemployed,East,47372,18696,38097,450,17,426934,0,0,52605
27,Female,High School,Divorced,Healthcare,West,56189,22799,36912,739,12,452216,1,0,71563
52,Female,Bachelor,Married,Healthcare,South,54315,31418,22011,357,37,395452,0,0,56818
42,Female,Master,Widowed,Healthcare,North,47042,32624,12918,592,26,144493,0,0,71352
20,Male,Master,Married,IT,East,27408,12529,15720,481,2,475426,0,0,27988
64,Female,PhD,Divorced,Education,South,66058,22613,43194,377,49,166668,0,0,74852
55,Female,Bachelor,Widowed,Unemployed,East,48724,25934,29554,404,41,452220,0,0,64736
34,Male,High School,Single,Construction,North,51194,34507,20794,560,17,191683,0,0,64608
29,Male,Bachelor,Married,Construction,North,74007,30404,44004,522,9,222849,0,0,84480
69,Female,High School,Divorced,Healthcare,North,63623,26083,38131,783,52,329684,1,0,66767
41,Female,Master,Married,Healthcare,East,56696,43860,18352,428,23,471490,0,1,66421
46,Male,High School,Married,IT,West,49965,38826,18193,618,26,250997,1,0,57466
60,Male,High School,Divorced,IT,East,49825,39622,2985,808,39,467524,0,0,64598
42,Male,High School,Single,Construction,North,53601,37725,17019,319,22,192959,0,0,65076
53,Female,PhD,Divorced,Healthcare,East,56103,22109,36451,534,32,279509,0,1,70838
43,Female,Master,Married,Healthcare,East,75671,30721,49690,649,24,122469,1,0,82434
55,Male,Bachelor,Single,Unemployed,West,87098,40945,48717,752,35,474550,1,0,109164
18,Female,Bachelor,Single,Construction,North,54353,24951,33437,808,4,175927,1,0,70646
37,Female,High School,Single,IT,West,17700,13775,4740,722,17,200209,0,0,23433
45,Female,High School,Single,Unemployed,North,35723,24810,8883,489,31,413991,0,0,43621
33,Male,Bachelor,Married,Construction,South,77172,51088,32004,424,16,465736,0,0,81962
64,Male,Bachelor,Divorced,IT,North,60779,23885,42973,305,47,114591,0,0,64209
34,Male,Bachelor,Divorced,IT,East,56390,42561,19088,757,16,235428,1,0,70210
57,Male,Bachelor,Widowed,Unemployed,South,47497,33909,19736,821,36,305166,1,0,62313
45,Female,PhD,Widowed,Unemployed,East,32164,12280,17025,388,29,464102,0,0,43107
29,Male,Bachelor,Widowed,IT,South,75166,55290,19338,410,12,71448,0,0,76210
44,Female,PhD,Single,Healthcare,East,37651,16420,28830,696,30,42213,0,0,33981
59,Female,Master,Single,Construction,South,60939,20745,43975,310,45,325792,0,1,68871
64,Male,Master,Divorced,IT,South,30489,19159,13610,796,49,277859,0,0,35492
47,Female,Master,Single,Education,East,46769,29319,18190,315,29,38059,0,0,41569
58,Male,Bachelor,Divorced,IT,South,64894,22548,50685,332,37,489540,0,1,69586
51,Male,Bachelor,Widowed,IT,East,46254,21250,18151,788,37,192974,1,0,48481
54,Female,High School,Divorced,Unemployed,West,44473,35418,12525,487,33,479530,0,1,49177
23,Female,High School,Single,IT,East,50159,32062,19763,757,2,20223,1,0,51324
24,Male,High School,Divorced,Finance,West,29959,19923,5773,350,5,431451,0,0,35081
49,Female,Bachelor,Divorced,Unemployed,South,27137,11030,26190,570,28,467029,0,1,33234
49,Male,High School,Divorced,Education,North,60713,20605,28654,763,35,452729,1,0,68081
42,Male,Bachelor,Single,Healthcare,West,43666,19145,27127,342,28,412857,0,0,51657
50,Male,Master,Married,Unemployed,North,60597,25720,39519,838,32,321599,1,1,64638
24,Male,Master,Widowed,Construction,North,66772,27862,36034,420,3,261477,0,0,73643
69,Male,Bachelor,Married,Construction,East,67979,26945,44420,615,55,188799,1,0,74977
29,Female,High School,Married,Unemployed,East,25684,15086,11475,414,13,16391,0,0,31947
33,Other,High School,Married,Construction,North,39532,18344,28128,753,17,93512,0,0,56706
33,Female,High School,Married,Unemployed,East,58063,41234,36397,819,19,25709,1,0,65808
60,Female,Bachelor,Single,Healthcare,North,58295,22850,39137,636,39,432048,1,0,76429
53,Female,PhD,Single,IT,East,83741,44576,44185,539,35,173728,0,0,105001
30,Female,High School,Married,Education,East,36385,11163,22346,685,10,16655,0,0,41114
24,Male,Bachelor,Married,Construction,East,67522,36518,34077,444,3,18111,0,0,91141
53,Female,Bachelor,Divorced,Finance,North,55584,18227,37491,676,35,266459,1,0,61349
64,Other,High School,Divorced,Finance,South,25396,20033,11257,303,47,424485,0,0,25553
68,Male,PhD,Widowed,Education,East,41782,29050,7601,627,50,67275,1,0,42171
26,Male,Bachelor,Widowed,Construction,East,53937,29398,21171,496,7,69532,0,0,61517
49,Male,PhD,Widowed,IT,North,24434,8388,23946,688,32,154850,0,0,27391
28,Male,Bachelor,Divorced,Construction,West,18891,11263,10677,560,12,113553,0,0,22285
25,Female,High School,Married,IT,North,23581,16020,16180,393,9,488414,0,0,27186
50,Female,Bachelor,Married,Construction,East,53887,21304,36401,556,30,97704,0,0,67104
40,Male,High School,Widowed,Finance,East,42729,24958,22319,435,20,262994,0,0,57590
42,Male,Bachelor,Widowed,Healthcare,South,40700,28779,12373,824,24,122608,1,0,44053
25,Female,PhD,Single,Unemployed,East,41215,28196,14050,797,7,313562,1,0,40904
62,Female,Master,Widowed,Education,West,28638,20089,15371,477,41,463755,0,1,34264
39,Female,Bachelor,Divorced,IT,East,43153,31918,12518,411,24,262046,0,0,44115
21,Male,Bachelor,Divorced,Healthcare,East,22694,17448,13163,563,6,198732,0,0,42510
57,Male,Bachelor,Widowed,IT,South,67814,34094,35170,713,36,43708,1,0,87118
20,Male,High School,Widowed,Education,West,75384,44053,27432,668,4,373496,1,0,96517
46,Male,High School,Single,Healthcare,West,15109,10505,250,677,27,457081,0,0,22185
58,Male,High School,Single,Healthcare,East,42963,27864,16240,682,43,114444,1,0,41215
46,Male,Bachelor,Single,Unemployed,West,43939,35052,15465,810,25,115353,1,0,55399
51,Female,Bachelor,Divorced,Unemployed,South,47382,14538,31518,676,35,449345,1,0,60557
51,Male,High School,Single,Education,North,65022,31052,39628,844,33,178506,1,0,75940
45,Female,PhD,Married,Education,East,43006,18944,26565,372,31,342002,0,0,55051
30,Male,High School,Married,IT,East,48676,20987,32720,803,15,293121,1,0,51273
32,Male,High School,Married,Healthcare,West,94685,38940,56296,651,14,397391,1,0,124306
40,Male,Bachelor,Single,Education,East,48330,31634,19611,624,19,326463,1,0,62106
61,Female,Master,Divorced,Unemployed,East,76493,26189,56997,687,46,214831,1,0,90865
43,Male,PhD,Divorced,IT,South,57529,38590,20853,539,24,84702,0,0,67389
21,Male,Bachelor,Single,Construction,North,41694,26964,14105,373,5,350814,0,0,48221
43,Male,High School,Widowed,Unemployed,North,39188,16670,15429,330,25,365449,0,0,40784
57,Female,PhD,Widowed,Education,West,49890,21273,33324,778,41,210944,1,0,59161
26,Female,PhD,Single,Unemployed,South,33102,20338,10905,313,7,162286,0,0,37816
22,Male,PhD,Divorced,Unemployed,South,37042,25228,11211,615,4,46108,0,0,40499
49,Female,Master,Married,Healthcare,South,43654,32227,8072,367,33,167739,0,0,51812
37,Male,High School,Widowed,Construction,South,54400,39498,15751,837,23,287775,1,0,60146
67,Male,Master,Married,Education,East,77389,60552,29324,590,48,94652,0,0,86187
28,Female,PhD,Divorced,Finance,West,42725,25237,21248,323,9,299565,0,0,57593
32,Other,Bachelor,Widowed,Healthcare,West,56922,42937,12764,714,13,27419,1,0,72869
49,Female,Master,Single,Unemployed,East,25581,18015,7284,335,28,179385,0,0,32521
45,Male,Bachelor,Married,Healthcare,West,65904,49252,11458,400,25,72579,0,0,75040
39,Male,High School,Married,IT,South,24174,7392,13128,845,23,137774,0,0,34962
58,Female,Bachelor,Married,Finance,East,61975,48523,9004,338,39,436931,0,0,73789
34,Male,Master,Single,Education,East,48786,26186,25951,510,18,48889,0,1,58601
43,Female,Bachelor,Single,Finance,North,48190,33689,18734,471,24,410978,0,0,49183
61,Female,Bachelor,Married,Unemployed,East,45496,16542,31341,741,45,39155,1,0,50343
24,Female,Bachelor,Single,Education,North,30481,15178,19152,358,6,132782,0,0,39454
59,Male,High School,Widowed,IT,East,31275,13627,15816,709,43,149454,0,0,32755
43,Male,Bachelor,Divorced,Unemployed,West,62547,27885,30920,833,28,489991,1,0,64773
42,Female,Bachelor,Widowed,Unemployed,North,50179,18146,28259,664,22,359336,1,0,57836
27,Other,High School,Single,Construction,North,45386,31900,9491,666,9,34852,1,0,55493
62,Male,Master,Divorced,Finance,North,56650,17256,43187,643,48,133329,1,0,72855
36,Female,PhD,Married,Healthcare,North,51519,23505,40082,595,18,118417,0,0,62510
28,Female,High School,Married,Education,South,38106,14754,20115,640,9,53843,0,0,34421
30,Female,Bachelor,Divorced,Finance,East,86914,51672,35532,822,13,322122,1,0,85946
25,Female,Bachelor,Widowed,Education,South,61111,26102,38023,564,10,299274,0,0,78858
57,Female,Bachelor,Married,Finance,West,51906,22293,30217,823,43,408404,1,0,60011
21,Female,Bachelor,Married,Healthcare,East,42295,23015,22944,337,1,295412,0,0,44270
64,Male,Bachelor,Married,Education,South,64291,40268,23146,430,46,360486,0,1,60883
48,Female,Bachelor,Single,Education,East,38186,13771,23013,681,31,446114,0,0,47150
45,Female,High School,Widowed,Construction,South,36923,14317,23694,524,28,119629,0,0,40883
28,Female,Bachelor,Single,IT,West,75399,31938,47093,442,10,444834,0,1,82924
60,Male,Bachelor,Divorced,Finance,South,50460,39705,19167,730,41,292970,1,0,55568
18,Female,High School,Divorced,Healthcare,West,38549,19219,23213,688,0,299139,0,0,50981
66,Male,Bachelor,Single,Construction,North,50085,30025,20799,353,48,140534,0,0,51717
64,Male,High School,Married,Construction,South,62752,26404,42501,323,45,494224,0,0,77454
69,Male,Bachelor,Single,IT,North,59318,32341,33977,694,49,39804,1,0,83161
55,Female,High School,Widowed,Healthcare,West,64613,21778,43318,418,36,224397,0,0,63071
41,Female,Bachelor,Married,Unemployed,North,31256,9919,22607,484,24,159245,0,0,32083
64,Female,Master,Divorced,Finance,South,64237,34326,29775,491,49,316833,0,0,75721
48,Male,Bachelor,Widowed,Education,East,47314,23625,29793,786,33,135090,1,0,55108
58,Female,Bachelor,Divorced,IT,South,51336,18914,34792,683,38,260506,1,1,69321
63,Female,Bachelor,Widowed,Education,North,68142,43869,19245,645,49,232343,1,0,67884
67,Male,PhD,Widowed,Construction,North,60540,48217,16353,772,52,64496,1,0,67150
43,Male,Bachelor,Widowed,Education,South,55265,27512,37201,302,23,407198,0,0,69292
66,Female,High School,Divorced,Finance,South,20240,12392,17691,349,45,362578,0,0,26612
67,Male,PhD,Single,Unemployed,South,49317,38540,10381,803,53,339543,1,0,57717
